source,target,relationship_type,method,confidence,evidence
186482,174218,SUA_DOI_BO_SUNG,rule,1.0,"Chương IV SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 62/2024/TT-NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ ĐIỀU KIỆN, HỒ SƠ, THỦ TỤC CHẤP THUẬN VIỆC TỔ CHỨC LẠI NGÂN HÀNG THƯƠNG MẠI, TỔ CHỨC TÍN DỤNG PHI NGÂN HÀNG Điều 26"
186482,14/2015/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"Kể từ ngày thông tư này có hiệu lực thi hành, các quy định sau đây hết hiệu lực thi hành: a) Khoản 8, khoản 14 Điều 1 Thông tư 14/2015/TT-NHNN sửa đổi bổ sung một số điều của Thông tư số 19/2013/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về việc mua, bán và xử lý nợ xấu của Công ty Quản lý tài sản của các tổ chức tín dụng Việt Nam"
186482,19/2013/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"Kể từ ngày thông tư này có hiệu lực thi hành, các quy định sau đây hết hiệu lực thi hành: a) Khoản 8, khoản 14 Điều 1 Thông tư 14/2015/TT-NHNN sửa đổi bổ sung một số điều của Thông tư số 19/2013/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về việc mua, bán và xử lý nợ xấu của Công ty Quản lý tài sản của các tổ chức tín dụng Việt Nam"
186482,03/2024/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"cụm từ ""khoản 2 Điều 12"", cụm từ ""các khoản 5, 6 Điều 13"" tại khoản 2 Điều 2 Thông tư 03/2024/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số Điều của Thông tư số 19/2013/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về việc mua, bán và xử lý nợ xấu của Công ty Quản lý tài sản của các tổ chức tín dụng Việt Nam"
186482,27/2022/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"c) Cụm từ “điểm b khoản 3 Điều 10” tại điểm c khoản 5 Điều 1 Thông tư số 27/2022/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy định về phân cấp giải quyết thủ tục hành chính trong lĩnh vực thành lập và hoạt động ngân hàng"
186482,30/2024/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"d) Khoản 7, khoản 9, khoản 14, điểm c khoản 15 Điều 1 Thông tư 30/2024/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy định về hồ sơ, thủ tục chấp thuận những thay đổi và mạng lưới hoạt động của tổ chức tín dụng phi ngân hàng"
112924,28/2005/PL-UBTVQH,THAM_CHIEU,rule,1.0,Căn cứ Pháp lệnh Ngoại hối số 28/2005/PL-UBTVQH ngày 13 tháng 12 năm 2005
112924,06/2013/PL-UBTVQH13,THAM_CHIEU,rule,1.0,"Căn cứ Pháp lệnh số 06/2013/PL-UBTVQH13 ngày 18 tháng 03 năm 2013 sửa đổi, bổ sung một số điều của Pháp lệnh Ngoại hối"
112924,215/2013/NĐ-CP,THAM_CHIEU,rule,1.0,"Căn cứ Nghị định số 215/2013/NĐ-CP ngày 23 tháng 12 năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tài chính"
112924,95652,THAM_CHIEU,rule,1.0,Căn cứ Nghị định số 135/2015/NĐ-CP ngày 31 tháng 12 năm 2015 của Chính phủ quy định về đầu tư gián tiếp ra nước ngoài
112924,31/12/2015,THAM_CHIEU,rule,1.0,"Giải thích từ ngữ Ngoài các từ ngữ đã được giải thích trong Nghị định số 135/2015/NĐ-CP ngày 31/12/2015 của Chính phủ quy định về đầu tư gián tiếp ra nước ngoài (sau đây gọi là Nghị định số 135/2015/NĐ-CP ), trong Thông tư này, các từ ngữ dưới đây được hiểu như sau: 1"
112924,15/8/2016,THAM_CHIEU,rule,1.0,Điều khoản thi hành Thông tư này có hiệu lực thi hành kể từ ngày 15/8/2016
174218,102/2022/NĐ-CP,THAM_CHIEU,rule,1.0,"Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam"
174218,36/2015/TT-NHNN,THAM_CHIEU,rule,1.0,"Kể từ ngày Thông tư này có hiệu lực thi hành, Thông tư số 36/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định việc tổ chức lại tổ chức tín dụng hết hiệu lực thi hành"
186888,25692,THAM_CHIEU,rule,1.0,"Document Content NGÂN HÀNG NHÀ NƯỚC VIỆT NAM _________ Số: 62/2025/TT-NHNN CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ________________________ Hà Nội, ngày 31 tháng 12 năm 2025 THÔNG TƯ Quy định về hệ thống kiểm soát nội bộ của tổ chức tín dụng là hợp tác xã, tổ chức tài chính vi mô Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12"
186888,166170,THAM_CHIEU,rule,1.0,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15"
186888,96/2025/QH15,THAM_CHIEU,rule,1.0,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15"
186888,26/2025/NĐ-CP,THAM_CHIEU,rule,1.0,"Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam"
27257,186888,THAY_THE_BOI,rule,1.0,"Thông tư này bãi bỏ Thông tư số 44/2011/TT-NHNN ngày 29 tháng 12 năm 2011 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,173695,SUA_DOI_BO_SUNG,rule,1.0,"CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc THÔNG TƯ Quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài Thông tư số 56/2024/TT-NHNN ngày 24 tháng 12 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài, có hiệu lực kể từ ngày 24 tháng 12 năm 2024 được sửa đổi, bổ sung bởi: 1"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,12/2025/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"Thông tư số 12/2025/TT-NHNN ngày 30 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài, tổ chức tín dụng phi ngân hàng, có hiệu lực từ ngày 14 tháng 8 năm 2025"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,11/2026/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"Thông tư số 11/2026/TT-NHNN ngày 19 tháng 5 năm 2026 của Thống đốc Ngân hàng Nhà nước Việt Nam phân cấp thực hiện thủ tục hành chính trong lĩnh vực thông tin tín dụng và sửa đổi, bổ sung một số điều của các Thông tư liên quan đến cắt giảm, đơn giản hóa, phân cấp thực hiện thủ tục hành chính trong lĩnh vực thành lập và hoạt động ngân hàng, có hiệu lực kể từ ngày 19 tháng 5 năm 2026"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,102/2022/NĐ-CP,THAM_CHIEU,rule,1.0,"Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,173695,THAM_CHIEU,rule,1.0,"Phụ lục số 01 MẪU GIẤY PHÉP THÀNH LẬP VÀ HOẠT ĐỘNG NGÂN HÀNG THƯƠNG MẠI (Ban hành kèm theo Thông tư số 56/2024/TT-NHNN ngày 24 tháng 12 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài) NGÂN HÀNG NHÀ NƯỚC VIỆT NAM -------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc --------------- Số: /GP-NHNN Hà Nội, ngày tháng năm"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,31/7/2007,THAM_CHIEU,rule,1.0,Phân tích nguồn vốn để Công ty X góp thành lập ngân hàng thương mại Y dựa trên bảng cân đối kế toán vào ngày 31/7/2007 như sau: Đơn vị: tỷ VND TT Tài sản TT Nguồn vốn I
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,162/2024/NĐ-CP,THAM_CHIEU,rule,1.0,"V/v cam kết đã thực hiện đầy đủ nghĩa vụ thuế, bảo hiểm CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc …, ngày … tháng … năm … VĂN BẢN CAM KẾT ĐÃ THỰC HIỆN ĐẦY ĐỦ NGHĨA VỤ THUẾ, BẢO HIỂM XÃ HỘI Kính gửi: Thống đốc Ngân hàng Nhà nước Việt Nam Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chính vi mô và điều kiện đối với chủ sở hữu của tổ chức tín dụng là công ty trách nhiệm hữu hạn một thành viên, cổ đông sáng lập, thành viên sáng lập"
185630,25692,THAM_CHIEU,rule,1.0,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 63/2025/TT-NHNN Hà Nội, ngày 31 tháng 12 năm 2025 THÔNG TƯ Sửa đổi, bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12"
185630,166170,THAM_CHIEU,rule,1.0,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15"
185630,96/2025/QH15,THAM_CHIEU,rule,1.0,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15"
185630,166269,THAM_CHIEU,rule,1.0,Căn cứ Luật Hợp tác xã số 17/2023/QH15
185630,26/2025/NĐ-CP,THAM_CHIEU,rule,1.0,"Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam"
185630,168859,SUA_DOI_BO_SUNG,rule,1.0,"Chương I SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 29/2024/TT-NHNN QUY ĐỊNH VỀ QUỸ TÍN DỤNG NHÂN DÂN Điều 1"
185630,177271,SUA_DOI_BO_SUNG,rule,1.0,"Chương II SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 01/2025/TT-NHNN QUY ĐỊNH VỀ CẤP GIẤY PHÉP LẦN ĐẦU, CẤP ĐỔI GIẤY PHÉP CỦA QUỸ TÍN DỤNG NHÂN DÂN Điều 3"
185630,10/2025/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"Chương III SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 10/2025/TT-NHNN QUY ĐỊNH VỀ TỔ CHỨC LẠI, THU HỒI GIẤY PHÉP VÀ THANH LÝ TÀI SẢN CỦA QUỸ TÍN DỤNG NHÂN DÂN Điều 8"
185630,08/2025/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"Thông tư này bãi bỏ quy định tại khoản 1 Điều 2 Thông tư số 08/2025/TT-NHNN ngày 06 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư số 43/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về tổ chức và hoạt động của phòng giao dịch bưu điện trực thuộc Ngân hàng thương mại cổ phần Bưu điện Liên Việt, Thông tư số 29/2024/TT-NHNN ngày 28 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân và Thông tư số 32/2024/TT-NHNN ngày 30 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về mạng lưới hoạt động của ngân hàng thương mại"
185630,43/2015/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"Thông tư này bãi bỏ quy định tại khoản 1 Điều 2 Thông tư số 08/2025/TT-NHNN ngày 06 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư số 43/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về tổ chức và hoạt động của phòng giao dịch bưu điện trực thuộc Ngân hàng thương mại cổ phần Bưu điện Liên Việt, Thông tư số 29/2024/TT-NHNN ngày 28 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân và Thông tư số 32/2024/TT-NHNN ngày 30 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về mạng lưới hoạt động của ngân hàng thương mại"
185630,32/2024/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"Thông tư này bãi bỏ quy định tại khoản 1 Điều 2 Thông tư số 08/2025/TT-NHNN ngày 06 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư số 43/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về tổ chức và hoạt động của phòng giao dịch bưu điện trực thuộc Ngân hàng thương mại cổ phần Bưu điện Liên Việt, Thông tư số 29/2024/TT-NHNN ngày 28 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân và Thông tư số 32/2024/TT-NHNN ngày 30 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về mạng lưới hoạt động của ngân hàng thương mại"
117310,25692,THAM_CHIEU,rule,1.0,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 41/2016/TT-NHNN Hà Nội, Ngày 30 tháng 12 năm 2016 THÔNG TƯ Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010"
117310,47/2010/QH12,THAM_CHIEU,rule,1.0,Căn cứ Luật các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010
117310,156/2013/NĐ-CP,THAM_CHIEU,rule,1.0,"Căn cứ Nghị định số 156/2013/NĐ-CP ngày 11 tháng 11 năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam"
166269,23/2012/QH13,THAM_CHIEU,rule,1.0,"Luật Hợp tác xã số 23/2012/QH13 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành, trừ quy định tại khoản 5 Điều 115 của Luật này"
23/2012/QH13,166269,THAY_THE_BOI,rule,1.0,"Chính sách của Nhà nước đối với hợp tác xã, liên hiệp hợp tác xã được ban hành theo quy định của Luật Hợp tác xã số 23/2012/QH13 được tiếp tục thực hiện cho đến khi hết thời gian áp dụng chính sách hoặc có văn bản thay thế, bãi bỏ"
44209,25692,THAM_CHIEU,rule,1.0,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc --------------- Số: 01/2014/TT-NHNN Hà Nội, ngày 06 tháng 01 năm 2014 THÔNG TƯ Quy định về giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010"
44209,47/2010/QH12,THAM_CHIEU,rule,1.0,Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010
44209,156/2013/NĐ-CP,THAM_CHIEU,rule,1.0,"Căn cứ Nghị định số 156/2013/NĐ-CP ngày 11 tháng 11 năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam"
44209,40/2012/NĐ-CP,THAM_CHIEU,rule,1.0,Căn cứ Nghị định số 40/2012/NĐ-CP ngày 02 tháng 5 năm 2012 của Chính phủ về nghiệp vụ phát hành tiền
44209,20/02/2014,THAM_CHIEU,rule,1.0,Thông tư này có hiệu lực thi hành kể từ ngày 20/02/2014
44209,60/2006/QĐ-NHNN,THAM_CHIEU,rule,1.0,"Kể từ ngày Thông tư này có hiệu lực, các văn bản sau hết hiệu lực thi hành: a) Quyết định số 60/2006/QĐ-NHNN ngày 27/12/2006 của Thống đốc Ngân hàng Nhà nước ban hành Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá"
44209,27/12/2006,THAM_CHIEU,rule,1.0,"Kể từ ngày Thông tư này có hiệu lực, các văn bản sau hết hiệu lực thi hành: a) Quyết định số 60/2006/QĐ-NHNN ngày 27/12/2006 của Thống đốc Ngân hàng Nhà nước ban hành Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá"
44209,27/2007/QĐ-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"b) Quyết định số 27/2007/QĐ-NHNN ngày 21/6/2007 sửa đổi, bổ sung một số Điều của Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN"
44209,21/6/2007,SUA_DOI_BO_SUNG,rule,1.0,"b) Quyết định số 27/2007/QĐ-NHNN ngày 21/6/2007 sửa đổi, bổ sung một số Điều của Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN"
44209,60/2006/QĐ-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"b) Quyết định số 27/2007/QĐ-NHNN ngày 21/6/2007 sửa đổi, bổ sung một số Điều của Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN"
44209,21/2011/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"c) Thông tư số 21/2011/TT-NHNN ngày 30/8/2011 sửa đổi, bổ sung Khoản 5 Điều 3 Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN"
44209,30/8/2011,SUA_DOI_BO_SUNG,rule,1.0,"c) Thông tư số 21/2011/TT-NHNN ngày 30/8/2011 sửa đổi, bổ sung Khoản 5 Điều 3 Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN"
25692,51/2001/QH10,THAM_CHIEU,rule,1.0,"LUẬT Ngân hàng Nhà nước Việt Nam ________________ Căn cứ Hiến pháp nước Cộng hoà xã hội chủ nghĩa Việt Nam năm 1992 đã được sửa đổi, bổ sung một số điều theo Nghị quyết số 51/2001/QH10"
25692,01/1997/QH10,SUA_DOI_BO_SUNG,rule,1.0,"Luật Ngân hàng Nhà nước Việt Nam số 01/1997/QH10 và Luật sửa đổi, bổ sung một số điều của Luật Ngân hàng Nhà nước Việt Nam số 10/2003/QH11 hết hiệu lực kể từ ngày Luật này có hiệu lực"
25692,10/2003/QH11,SUA_DOI_BO_SUNG,rule,1.0,"Luật Ngân hàng Nhà nước Việt Nam số 01/1997/QH10 và Luật sửa đổi, bổ sung một số điều của Luật Ngân hàng Nhà nước Việt Nam số 10/2003/QH11 hết hiệu lực kể từ ngày Luật này có hiệu lực"
166170,DoiTuongApDung_859512377,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
166170,DoiTuongApDung_84410887,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
166170,NguoiKy_125471001,KY_BOI,metadata,1.0,metadata
166170,DoiTuongApDung_828448012,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
166170,DoiTuongApDung_403536334,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
166170,LinhVuc_384788153,THUOC_LINH_VUC,metadata,1.0,metadata
166170,CoQuan_631011907,BAN_HANH_BOI,metadata,1.0,metadata
186888,CoQuan_817656383,BAN_HANH_BOI,metadata,1.0,metadata
174218,LinhVuc_233210126,THUOC_LINH_VUC,metadata,1.0,metadata
174218,NguoiKy_175756545,KY_BOI,metadata,1.0,metadata
174218,CoQuan_817656383,BAN_HANH_BOI,metadata,1.0,metadata
112924,DoiTuongApDung_339967341,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
112924,LinhVuc_296997001,THUOC_LINH_VUC,metadata,1.0,metadata
112924,NguoiKy_392866180,KY_BOI,metadata,1.0,metadata
112924,CoQuan_224723433,BAN_HANH_BOI,metadata,1.0,metadata
186482,DoiTuongApDung_867310617,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
186482,LinhVuc_204942460,THUOC_LINH_VUC,metadata,1.0,metadata
186482,NguoiKy_175756545,KY_BOI,metadata,1.0,metadata
186482,CoQuan_817656383,BAN_HANH_BOI,metadata,1.0,metadata
173695,DoiTuongApDung_242495839,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
173695,DoiTuongApDung_403536334,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
173695,DoiTuongApDung_859512377,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
173695,DoiTuongApDung_526033542,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
173695,LinhVuc_233210126,THUOC_LINH_VUC,metadata,1.0,metadata
173695,NguoiKy_175756545,KY_BOI,metadata,1.0,metadata
173695,CoQuan_817656383,BAN_HANH_BOI,metadata,1.0,metadata
164719,DoiTuongApDung_926133329,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
164719,LinhVuc_233210126,THUOC_LINH_VUC,metadata,1.0,metadata
164719,NguoiKy_175756545,KY_BOI,metadata,1.0,metadata
164719,CoQuan_817656383,BAN_HANH_BOI,metadata,1.0,metadata
150974,DoiTuongApDung_444077050,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
150974,LinhVuc_566025587,THUOC_LINH_VUC,metadata,1.0,metadata
150974,NguoiKy_494977834,KY_BOI,metadata,1.0,metadata
150974,CoQuan_224723433,BAN_HANH_BOI,metadata,1.0,metadata
168859,DoiTuongApDung_420902510,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
168859,DoiTuongApDung_564712484,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
168859,DoiTuongApDung_614888172,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
168859,LinhVuc_233210126,THUOC_LINH_VUC,metadata,1.0,metadata
168859,NguoiKy_306203262,KY_BOI,metadata,1.0,metadata
168859,CoQuan_817656383,BAN_HANH_BOI,metadata,1.0,metadata
143217,DoiTuongApDung_56526574,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
143217,DoiTuongApDung_82441061,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
143217,LinhVuc_898393019,THUOC_LINH_VUC,metadata,1.0,metadata
143217,NguoiKy_809720219,KY_BOI,metadata,1.0,metadata
143217,CoQuan_224723433,BAN_HANH_BOI,metadata,1.0,metadata
27257,DoiTuongApDung_960165797,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
27257,LinhVuc_869840649,THUOC_LINH_VUC,metadata,1.0,metadata
27257,NguoiKy_705281220,KY_BOI,metadata,1.0,metadata
27257,CoQuan_817656383,BAN_HANH_BOI,metadata,1.0,metadata
173460,LinhVuc_233210126,THUOC_LINH_VUC,metadata,1.0,metadata
173460,NguoiKy_175756545,KY_BOI,metadata,1.0,metadata
173460,CoQuan_817656383,BAN_HANH_BOI,metadata,1.0,metadata
30402,DoiTuongApDung_955184280,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
30402,DoiTuongApDung_530157567,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
30402,DoiTuongApDung_624411778,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
30402,LinhVuc_783077438,THUOC_LINH_VUC,metadata,1.0,metadata
30402,NguoiKy_392866180,KY_BOI,metadata,1.0,metadata
30402,CoQuan_224723433,BAN_HANH_BOI,metadata,1.0,metadata
f69936f0-6937-11f1-a48d-29bc6b0fd706,DoiTuongApDung_697390452,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
f69936f0-6937-11f1-a48d-29bc6b0fd706,LinhVuc_32937,THUOC_LINH_VUC,metadata,1.0,metadata
f69936f0-6937-11f1-a48d-29bc6b0fd706,NguoiKy_632254791,KY_BOI,metadata,1.0,metadata
f69936f0-6937-11f1-a48d-29bc6b0fd706,CoQuan_224723433,BAN_HANH_BOI,metadata,1.0,metadata
95652,DoiTuongApDung_159597623,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
95652,DoiTuongApDung_715272991,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
95652,DoiTuongApDung_889105028,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
95652,LinhVuc_948606539,THUOC_LINH_VUC,metadata,1.0,metadata
95652,NguoiKy_720650062,KY_BOI,metadata,1.0,metadata
95652,CoQuan_459545539,BAN_HANH_BOI,metadata,1.0,metadata
169221,DoiTuongApDung_479252915,AP_DUNG_CHO,metadata/gemini,1.0,metadata/enrichment
169221,LinhVuc_718993294,THUOC_LINH_VUC,metadata,1.0,metadata
169221,NguoiKy_653696408,KY_BOI,metadata,1.0,metadata
169221,CoQuan_817656383,BAN_HANH_BOI,metadata,1.0,metadata
